"id","director"
"s8111","Rob Minkoff"
"s8406","Peter Jackson"
"s8487","Gore Verbinski"
"s1306","Vikram Bhatt"
"s4109","Tanuja Chandra"
"s6082","Chris Weitz"
"s6082","Paul Weitz"
"s8726","Rudy Soedjarwo"
"s8726","Riri Riza"
"s6610","Lee Tamahori"
"s6695","Ajay Phansekar"
"s7412","David Raynr"
"s6827","Martin Scorsese"
"s330","Steven Spielberg"
"s7518","Steve Brill"
"s7702","David Fincher"
"s1139","Roman Polański"
"s6611","Kundan Shah"
"s6164","Luis Mandoki"
"s49","Antoine Fuqua"
"s55","Toshiya Shinohara"
"s138","Simon Wincer"
"s169","Bobby Farrelly"
"s169","Peter Farrelly"
"s8215","Alastair Fothergill"
"s6124","Lee Tamahori"
"s6338","Ted Demme"
"s6723","Andrzej Bartkowiak"
"s6885","Robert Altman"
"s5572","Santosh Sivan"
"s5575","Shashilal K. Nair"
"s8771","Subhash Ghai"
"s789","Harold Becker"
"s798","Jessie Nelson"
"s8769","Alfonso Cuarón"
"s585","Joel Gallen"
"s3063","John A. Davis"
"s7171","James Mangold"
"s8624","Brent Maddock"
"s6323","Ridley Scott"
"s7122","Kevin Smith"
"s4093","Paul Miller"
"s6950","David Mirkin"
"s3132","Farhan Akhtar"
"s8603","Phil Roman"
"s206","David Dhawan"
"s7545","Siu-hung Chung"
"s7545","Wong Jing"
"s8447","John Duigan"
"s1020","Ashutosh Gowariker"
"s3911","Nagesh Kukunoor"
"s1122","Robert Luketic"
"s2732","Karan Johar"
"s8075","Robert Rodriguez"
"s6222","Phil Weinstein"
"s6007","Betty Thomas"
"s5954","Rob LaDuca"
"s5954","Robert C. Ramirez"
"s181","Peter Segal"
"s6148","Mary Harron"
"s3473","Stig Bergqvist"
"s3473","Paul Demeyer"
"s8306","Brian Levant"
"s953","Jonathan Lynn"
"s6544","Ang Lee"
"s6913","Satish Kaushik"
"s7802","Rajkumar Santoshi"
"s780","Roger Christian"
"s7014","Ron Howard"
"s594","Chris Koch"
"s8197","Christian Duguay"
"s7963","Wes Craven"
"s8730","Marek Kanievska"
"s6644","Doug Lefler"
"s8723","Robert Zemeckis"
"s6312","Stephen Daldry"
"s7703","Bhagyaraj"
"s6441","David Dhawan"
"s7317","Steve Brill"
"s4724","Khalid Mohamed"
"s351","Clint Eastwood"
"s360","Spike Lee"
"s4957","Aziz Mirza"
"s6155","Larry Latham"
"s7248","Kundan Shah"
"s165","Kinka Usher"
"s1830","Ziad Doueiri"
"s6304","Dennis Dugan"
"s8415","Lilly Wachowski"
"s8415","Lana Wachowski"
"s907","Yılmaz Erdoğan"
"s2461","Youssef Chahine"
"s6937","David Dhawan"
"s8145","Subhash Ghai"
"s444","Luis Estrada"
"s564","Jay Roach"
"s596","Rob Minkoff"
"s4212","Nonzee Nimibutr"
"s1442","Sohail Khan"
"s6344","Les Mayfield"
"s6136","Sam Mendes"
"s7400","Patricia Rozema"
"s8527","Anthony Minghella"
"s8743","Barry Sonnenfeld"
"s7023","Sooraj R. Barjatya"
"s8565","Michael Apted"
"s7990","Antonio Serrano"
"s7904","Garry Marshall"
"s342","Paul Thomas Anderson"
"s1141","Mic Rodgers"
"s6154","Larry Latham"
"s3476","Igor Kovalyov"
"s3476","Norton Virgien"
"s6144","Tony Kaye"
"s6736","Gregory Hoblit"
"s6744","Terry Gilliam"
"s7896","John Dahl"
"s6248","David Zucker"
"s868","James Moll"
"s8555","Frank Coraci"
"s1161","Mike Hodges"
"s7746","Israel Adrián Caetano"
"s7746","Bruno Stagnaro"
"s5008","Mani Ratnam"
"s3721","Hideaki Anno"
"s8043","Joe Dante"
"s5463","Umesh Mehra"
"s615","Vincent Ward"
"s7245","Nick Broomfield"
"s5057","Marty Callner"
"s6415","Harry Elfont"
"s6415","Deborah Kaplan"
"s8414","Martin Campbell"
"s7327","Guy Ritchie"
"s7960","Hiroshi Aoyama"
"s7960","Kazumi Fukushima"
"s7960","Jim Stenstrum"
"s6050","John Fortenberry"
"s6948","Ana Kokkinos"
"s2735","Karan Johar"
"s27","Rajiv Menon"
"s6563","Roger Donaldson"
"s7443","Barry Sonnenfeld"
"s7962","Wes Craven"
"s8474","Francis Ford Coppola"
"s5961","Kevin Reynolds"
"s7016","Lionel C. Martin"
"s7485","Brett Ratner"
"s7707","Subhash Ghai"
"s3729","Hideaki Anno"
"s3729","Kazuya Tsurumaki"
"s794","Andy Tennant"
"s799","Theodore Witcher"
"s563","Jay Roach"
"s565","Paul Thomas Anderson"
"s601","David Fincher"
"s1454","Brian Robbins"
"s6189","James L. Brooks"
"s6451","Kevin Smith"
"s6634","Mike Newell"
"s6712","Paul W.S. Anderson"
"s8449","Mimi Leder"
"s1354","Dennis Dugan"
"s6852","Partho Ghosh"
"s7145","David Dhawan"
"s8604","Roger Spottiswoode"
"s7114","Quentin Tarantino"
"s6261","Mel Smith"
"s23","K.S. Ravikumar"
"s162","Tim Burton"
"s180","Tom Shadyac"
"s8615","Danny Boyle"
"s6267","Mike Judge"
"s8302","Hugh WIlson"
"s6720","Stuart Baird"
"s8039","Billy Bob Thornton"
"s5500","Mahesh Bhatt"
"s5501","Praveen Nischol"
"s7825","Dharmesh Darshan"
"s819","Barbra Streisand"
"s7211","Peter Farrelly"
"s7211","Bobby Farrelly"
"s8257","Andrew Fleming"
"s8536","David Koepp"
"s6061","Martin Lawrence"
"s7794","Gregory Hoblit"
"s1125","Ringo Lam"
"s6212","Michael Bay"
"s7194","Noah Baumbach"
"s7104","Andy Tennant"
"s8362","Frank Oz"
"s7901","Stanley Tong"
"s5486","Rajiv Mehra"
"s5461","Ketan Mehta"
"s8188","Rob Reiner"
"s8623","S.S. Wilson"
"s6867","Martin Campbell"
"s7621","Lesli Linka Glatter"
"s343","Nick Castle"
"s359","Irwin Winkler"
"s8599","Beeban Kidron"
"s6221","Simon Wells"
"s6247","Rajkumar Santoshi"
"s7019","Jocelyn Moorhouse"
"s115","Rahul Rawail"
"s135","Phillip Noyce"
"s147","Eric Meza"
"s8490","Curtis Hanson"
"s8305","Brian Levant"
"s1769","Christopher Cain"
"s5483","Kundan Shah"
"s2546","Rajkumar Santoshi"
"s947","Roland Emmerich"
"s2362","Youssef Chahine"
"s5409","Umesh Mehra"
"s7803","Quentin Tarantino"
"s8260","Alex Proyas"
"s2958","Sooraj R. Barjatya"
"s7348","Stephen Chow"
"s345","Howard Zieff"
"s6793","Mike Newell"
"s136","Renny Harlin"
"s7563","Gene Quintano"
"s8450","Alan J. Pakula"
"s7184","Subhash Ghai"
"s5448","Umesh Mehra"
"s5456","Ketan Mehta"
"s569","Nick Castle"
"s1470","Lasse Hallström"
"s6799","Simon Wincer"
"s8040","Phillip Noyce"
"s7965","Steven Zaillian"
"s4233","Chris Bould"
"s306","Marcelo Piñeyro"
"s184","Wolfgang Petersen"
"s8204","Johnnie To"
"s8410","Johnny To"
"s268","Jane Campion"
"s327","Rod Daniel"
"s2726","Mahesh Bhatt"
"s6033","Stephen Gyllenhaal"
"s6494","Gregory Hoblit"
"s7958","Steven Spielberg"
"s6249","Paul Verhoeven"
"s6268","Bruce W. Smith"
"s7306","Alfonso Arau"
"s8384","Gillian Armstrong"
"s5482","Rajiv Mehra"
"s5571","James Ivory"
"s587","Mary Lambert"
"s7712","Kevin Hooks"
"s7715","Phillip Noyce"
"s8104","Baz Luhrmann"
"s8262","Neil Jordan"
"s4232","Chris Bould"
"s7154","Johnnie To"
"s6430","Wong Jing"
"s1016","Edward James Olmos"
"s146","George Jackson"
"s146","Doug McHenry"
"s8051","Alfonso Cuarón"
"s1823","Maroun Baghdadi"
"s6571","Julie Dash"
"s8160","Michael Pressman"
"s8434","David Zucker"
"s344","Howard Zieff"
"s355","Tony Scott"
"s6153","Phil Nibbelink"
"s6153","Simon Wells"
"s1862","Indra Kumar"
"s6705","Wojciech Marczewski"
"s5946","Joel Oliansky"
"s5952","Linda Otto"
"s1252","Kevin Costner"
"s2318","Paul Verhoeven"
"s6881","Martin Scorsese"
"s8161","Steve Barron"
"s7176","Ken Burns"
"s7709","Jennie Livingston"
"s6845","Rajkumar Santoshi"
"s1622","Simon Wincer"
"s7336","Sze Yu Lau"
"s7884","John G. Avildsen"
"s2716","Mukul Anand"
"s140","Spike Lee"
"s5305","Umesh Mehra"
"s4555","Ian MacNaughton"
"s6014","Maciej Dejczer"
"s5949","John Herzfeld"
"s1762","Richard Greenberg"
"s2367","Youssef Chahine"
"s604","John G. Avildsen"
"s7072","Steven Spielberg"
"s7388","Sooraj R. Barjatya"
"s4234","Kevin Booth"
"s4234","David Johndrow"
"s5291","Rajiv Mehra"
"s5943","Larry Elikann"
"s5947","Roy Campanella II"
"s5950","Buzz Kulik"
"s7959","Spike Lee"
"s8573","Charlotte Zwerin"
"s1255","Barry Levinson"
"s673","Yoshiyuki Tomino"
"s580","Martin Brest"
"s1462","Donald Petrie"
"s8435","David Zucker"
"s7429","Sachin"
"s7723","Paul Reubens"
"s7723","Wayne Orr"
"s7698","Alex Law"
"s7204","Stephen Chiodo"
"s45","Joseph Sargent"
"s5948","Arthur Allan Seidelman"
"s6914","John Irvin"
"s7371","Jim Monaco"
"s1451","Robert Townsend"
"s4238","Walter C. Miller"
"s2739","Prakash Mehra"
"s156","Jim Henson"
"s177","Michael Ritchie"
"s5944","Robert Markowitz"
"s5945","Eric Laneuville"
"s7752","Oliver Stone"
"s603","John G. Avildsen"
"s5081","Rajiv Mehra"
"s5131","Umesh Mehra"
"s7411","Chia-Liang Liu"
"s334","John Hughes"
"s6152","Don Bluth"
"s6706","Alejandro Doria"
"s7828","Raj Kapoor"
"s8629","Shyam Benegal"
"s304","Alejandro Doria"
"s6615","Chia-Liang Liu"
"s8570","Sze Yu Lau"
"s7883","Sylvester Stallone"
"s167","Sergio Leone"
"s5310","Latif Faiziyev"
"s5310","Umesh Mehra"
"s811","Walter Hill"
"s602","John G. Avildsen"
"s8436","Barry Levinson"
"s7074","Steven Spielberg"
"s7845","John Milius"
"s7679","Chia Tang"
"s44","Joe Alves"
"s5297","Rajiv Mehra"
"s455","Tommy Chong"
"s7420","Shekhar Kapur"
"s7918","Balu Mahendra"
"s7652","Clarence Yiu-leung Fok"
"s7312","Hua Shan"
"s6666","Bruce Gowers"
"s6766","Cheh Chang"
"s132","Ridley Scott"
"s4548","Terry Hughes"
"s4548","Ian MacNaughton"
"s1827","Maroun Baghdadi"
"s1863","B. Subhash"
"s8267","Frank Oz"
"s8267","Jim Henson"
"s672","Yoshiyuki Tomino"
"s672","Yoshikazu Yasuhiko"
"s2368","Youssef Chahine"
"s7558","Prakash Mehra"
"s7914","Raman Kumar"
"s7945","Raj N. Sippy"
"s7285","Chia-Liang Liu"
"s7882","Sylvester Stallone"
"s8106","Ivan Reitman"
"s671","Yoshiyuki Tomino"
"s671","Yoshikazu Yasuhiko"
"s690","Yoshiyuki Tomino"
"s690","Yoshikazu Yasuhiko"
"s7073","Steven Spielberg"
"s7161","Tinnu Anand"
"s7385","Li Pei-Chuan"
"s176","Randal Kleiser"
"s7821","Martin Scorsese"
"s606","Walter Hill"
"s5080","Latif Faiziyev"
"s5080","Umesh Mehra"
"s7189","Hrishikesh Mukherjee"
"s7753","Daniel Mann"
"s7753","Joseph Sargent"
"s7861","Chia-Liang Liu"
"s8143","Cheh Chang"
"s4553","Terry Jones"
"s2366","Youssef Chahine"
"s6865","Hrishikesh Mukherjee"
"s8333","Shakti Samanta"
"s5705","Jeff Margolis"
"s7881","Sylvester Stallone"
"s43","Jeannot Szwarc"
"s6285","Joe Camp"
"s8515","Krzysztof Zanussi"
"s6894","Randal Kleiser"
"s6772","Kang Cheng"
"s6772","Shan Hua"
"s8304","Cheh Chang"
"s6782","Joe Camp"
"s8238","Elliot Silverstein"
"s6031","Richard Attenborough"
"s5613","Joachim Fest"
"s5613","Christian Herrendoerfer"
"s6131","Manmohan Desai"
"s7331","Michael Anderson"
"s8064","Sam O'Steen"
"s820","Clint Eastwood"
"s6424","Brian De Palma"
"s42","Steven Spielberg"
"s8307","Meng Hua Ho"
"s4218","Terry Gilliam"
"s4218","Terry Jones"
"s6486","Hrishikesh Mukherjee"
"s5550","A. Salaam"
"s5304","Shammi Kapoor"
"s8402","Robert Aldrich"
"s6112","Martin Scorsese"
"s7826","Basu Chatterjee"
"s5301","Mohammed Hussain"
"s7123","Janusz Majewski"
"s6449","Charles A. Nichols"
"s6449","Iwao Takamoto"
"s7432","Martin Scorsese"
"s6702","Robert Clouse"
"s8128","Gordon Parks"
"s7225","Gulzar"
"s6032","Stanley Kubrick"
"s6747","Norman Jewison"
"s5397","Sushil Majumdar"
"s8746","Mel Stuart"
"s5546","K. Ramanlal"
"s8261","Marek Piwowski"
"s2377","Youssef Chahine"
"s8636","Henry Hathaway"
"s7660","Sergio Leone"
"s7895","Roman Polanski"
"s6474","Ken Hughes"
"s8718","Stanisław Różewicz"
"s8736","Martin Scorsese"
"s6534","Stuart Rosenberg"
"s6620","David Lean"
"s8250","Norman Jewison"
"s1127","George Cukor"
"s7333","Stanley Kubrick"
"s178","J. Lee Thompson"
"s6396","Daniel Mann"
"s7638","Lewis Milestone"
"s7134","Radhu Karmakar"
"s6432","Richard Brooks"
"s6854","Vincente Minnelli"
"s6854","Charles Walters"
"s2369","Youssef Chahine"
"s2370","Youssef Chahine"
"s7955","Dino Risi"
"s8507","Dino Risi"
"s7840","Nicholas Ray"
"s1700","Michael Curtiz"
"s2376","Youssef Chahine"
"s7220","Frank Capra"
"s7220","Joris Ivens"
"s8420","William Wyler"
"s8437","Stuart Heisler"
"s8641","Frank Capra"
"s8641","John Huston"
"s8641","Hugh Stewart"
"s8641","Roy Boulting"
"s8641","Anthony Veiller"
"s8740","Frank Capra"
"s8740","Anatole Litvak"
"s7791","Frank Capra"
"s8206","John Ford"
