Position,Points,Name,Known.For,Birth.Date
604,974,Sandahl Bergman,Conan the Barbarian,14/11/1951
605,965,Lee Grant,In the Heat of the Night,31/10/1925
606,961,Natasha Richardson,Asylum,11/05/1963
607,959,Lili Simmons,Banshee,23/07/1993
608,955,Simone Signoret,Les diaboliques,25/03/1921
609,953,Bojana Novakovic,Devil,12/07/1981
610,951,Anita Ekberg,La dolce vita,29/09/1931
611,945,Sakura Andô,Manbiki kazoku,18/02/1986
612,945,Kirin Kiki,Manbiki kazoku,15/01/1943
613,942,Anne Archer,Fatal Attraction,24/08/1947
614,933,Aura Garrido,El ministerio del tiempo,29/05/1989
615,908,Priyanka Chopra Jonas,Baywatch,18/07/1982
616,900,Nina Hoss,Phoenix,07/07/1975
617,889,Mirjana Jokovic,Maid in Manhattan,24/11/1967
618,889,Mirjana Karanovic,Dobra zena,28/01/1957
619,888,Sally Kellerman,M*A*S*H,02/06/1937
620,884,Alba Rohrwacher,Hungry Hearts,27/02/1979
621,884,Kasia Smutniak,Perfetti sconosciuti,13/08/1979
622,881,Maria Falconetti,La passion de Jeanne d'Arc,1892-07-21
623,877,Brigitte Lin,Ging chaat goo si,03/11/1954
624,875,Mae Clarke,Frankenstein,16/08/1910
625,869,Solveig Dommartin,Bis ans Ende der Welt,16/05/1961
626,862,Carole Bouquet,For Your Eyes Only,18/08/1957
627,860,Rita Tushingham,The Knack ...and How to Get It,14/03/1942
628,858,Alicia Silverstone,Clueless,04/10/1976
629,850,Goldie Hawn,Private Benjamin,21/11/1945
630,841,Fay Wray,King Kong,15/09/1907
631,840,Beyoncé,Dreamgirls,04/09/1981
632,840,Jennifer Hudson,Dreamgirls,12/09/1981
633,838,Béatrice Dalle,À l'intérieur,19/12/1964
634,837,Lil Dagover,Das Cabinet des Dr. Caligari,1887-09-30
635,832,Neve Campbell,Scream,03/10/1973
636,828,Priscilla Lane,Arsenic and Old Lace,12/06/1915
637,818,Angie Dickinson,Rio Bravo,30/09/1931
638,814,Nanako Matsushima,Ringu,13/10/1973
639,814,Miki Nakatani,Kiraware Matsuko no isshô,12/01/1976
640,814,Yûko Takeuchi,Saido kâ ni inu,01/04/1980
641,808,Myrna Loy,The Thin Man,02/08/1905
642,808,Janet Gaynor,A Star Is Born,06/10/1906
643,799,Pamela Anderson,Barb Wire,01/07/1967
644,792,Mira Sorvino,Mighty Aphrodite,28/09/1967
645,785,Leticia Brédice,Nueve reinas,26/08/1972
646,776,Kerry Fox,Shallow Grave,30/07/1966
647,774,Susan George,Straw Dogs,26/07/1950
648,760,Lily Collins,The Mortal Instruments: City of Bones,18/03/1989
649,756,Jessica Harper,Suspiria,10/10/1949
650,756,Joan Bennett,Suspiria,27/02/1910
651,753,Doris Day,Love Me or Leave Me,03/04/1922
652,748,Faye Wong,Chung Hing sam lam,08/08/1969
653,743,Kim Stanley,Seance on a Wet Afternoon,11/02/1925
654,739,Gugu Mbatha-Raw,Belle,21/04/1983
655,738,Lily Tomlin,Nashville,01/09/1939
656,738,Annie Ross,Short Cuts,25/07/1930
657,738,Lori Singer,Footloose,06/11/1957
658,732,Liza Minnelli,Cabaret,12/03/1946
659,729,Yeong-hie Seo,Chugyeokja,13/06/1980
660,721,Joan Crawford,What Ever Happened to Baby Jane?,23/03/1905
661,721,Claire Bloom,Clash of the Titans,15/02/1931
662,714,Anne Dorval,Mommy,08/11/1960
663,714,Suzanne Clément,Mommy,12/05/1969
664,709,Lisa Blount,An Officer and a Gentleman,01/07/1957
665,709,Lisa Eilbacher,Beverly Hills Cop,05/05/1956
666,705,Norah Jones,Ted,30/03/1979
667,702,Natalie Morales,Parks and Recreation,15/02/1985
668,700,Linda Kozlowski,Crocodile Dundee,07/01/1958
669,695,Seung-Yun Lee,Bin-jip,18/08/1968
670,688,Rosalind Russell,Auntie Mame,04/06/1907
671,685,Agnieszka Grochowska,Obce niebo,31/12/1979
672,682,Joanna Going,Kingdom,22/07/1963
673,680,Nadia Farès,Les rivières pourpres,20/12/1968
674,680,Dominique Sanda,Il conformista,11/03/1951
675,676,Mary J. Blige,Mudbound,11/01/1971
676,671,Julia Dietze,Iron Sky,09/01/1981
677,668,Mary Tyler Moore,Ordinary People,29/12/1936
678,665,Laetitia Casta,Arbitrage,11/05/1978
679,658,Adriana Ugarte,Julieta,17/01/1985
680,646,Geneviève Bujold,Dead Ringers,01/07/1942
681,645,Hayley Atwell,Captain America: The First Avenger,05/04/1982
682,640,Margaret Lockwood,The Lady Vanishes,15/09/1916
683,635,Sibel Kekilli,Gegen die Wand,16/06/1980
684,629,Anne Parillaud,Nikita,06/05/1960
685,628,Deborah Kerr,The King and I,30/09/1921
686,628,Melanie Griffith,Working Girl,09/08/1957
687,627,Maud Adams,Octopussy,12/02/1945
688,621,Valerie Hobson,Bride of Frankenstein,14/04/1917
689,616,Veerle Baetens,The Broken Circle Breakdown,24/01/1978
690,613,Oksana Akinshina,Lilja 4-ever,19/04/1987
691,612,Madeleine Carroll,The 39 Steps,26/02/1906
692,612,Grace Van Patten,Under the Silver Lake,21/11/1996
693,612,Elizabeth Marvel,True Grit,27/11/1969
694,607,Mélanie Thierry,The Zero Theorem,17/07/1981
695,604,Mercedes Ruehl,The Fisher King,28/02/1948
696,603,Capucine,The Pink Panther,06/01/1928
697,601,Sarah Miles,Ryan's Daughter,31/12/1941
698,601,Tika Sumpter,Southside with You,20/06/1980
699,600,Laia Costa,Victoria,18/02/1985
700,595,Linda Zilliacus,Ondskan,25/04/1977
701,589,Yum Jung-ah,"Janghwa, Hongryeon",28/07/1972
702,588,Nimrat Kaur,The Lunchbox,13/03/1982
703,587,Mary Beth Hurt,The World According to Garp,26/09/1946
704,585,Julie Harris,The Haunting,02/12/1925
705,585,Jo Van Fleet,East of Eden,29/12/1915
706,584,Gene Tierney,Laura,19/11/1920
707,584,Bárbara Goenaga,Los cronocrímenes,20/07/1983
708,571,Agata Kulesza,Ida,27/09/1971
709,571,Joanna Kulig,Zimna wojna,24/06/1982
710,571,Keisha Castle-Hughes,Whale Rider,24/03/1990
711,570,Lynn Redgrave,Gods and Monsters,08/03/1943
712,568,Claire Trevor,Key Largo,08/03/1910
713,564,Geneviève Page,Belle de jour,13/12/1927
714,563,Agnes Kittelsen,Max Manus,20/05/1980
715,557,Dakota Johnson,Fifty Shades of Grey,04/10/1989
716,556,Merna Kennedy,The Circus,07/09/1908
717,552,Sophia Loren,La ciociara,20/09/1934
718,552,Maria Schneider,Ultimo tango a Parigi,27/03/1952
719,546,Alexandra Vandernoot,Highlander,19/09/1965
720,546,Catherine Frot,Marguerite,01/05/1956
721,544,Tatum O'Neal,Paper Moon,05/11/1963
722,543,Vanessa Kirby,The Crown,18/04/1988
723,538,Cherie Lunghi,Excalibur,04/04/1952
724,536,Emma Catherine Rigby,Hollyoaks,26/09/1989
725,533,Sandra Hüller,Toni Erdmann,30/04/1978
726,532,Jeanne Moreau,Jules et Jim,23/01/1928
727,532,Dana Wynter,Invasion of the Body Snatchers,08/06/1931
728,532,Misa Uehara,Kakushi-toride no san-akunin,26/03/1937
729,531,Sigrid Bouaziz,Personal Shopper,
730,531,Nora Waldstätten,Personal Shopper,01/12/1981
731,523,Rachel Roberts,Murder on the Orient Express,20/09/1927
732,518,Helena Zengel,News of the World,10/06/2008
733,517,Jane Wyman,Falcon Crest,05/01/1917
734,515,Maureen O'Hara,Miracle on 34th Street,17/08/1920
735,513,Lynn Collins,X-Men Origins: Wolverine,16/05/1977
736,513,Zuleikha Robinson,Hidalgo,
737,512,Mia Sara,Timecop,19/06/1967
738,510,Celia Johnson,Brief Encounter,18/12/1908
739,510,Judith Godrèche,The Overnight,23/03/1972
740,509,Zendaya,Spider-Man: Homecoming,01/09/1996
741,507,Katja Riemann,Fack ju Göhte,01/11/1963
742,507,Sidse Babett Knudsen,Borgen,22/11/1968
743,502,Johanna Wokalek,Der Baader Meinhof Komplex,03/03/1975
744,502,Nadja Uhl,Der Baader Meinhof Komplex,23/05/1972
745,501,Magali Noël,Amarcord,27/06/1931
