show_id,title,Likes,Languages,Genres,Descriptions
s8468,The Prison,82%,Korean,,"Posing as a prisoner, an undercover police inspector (Han Suk-kyu) gets close to an inmate who controls both the jail and a powerful crime syndicate."
s4380,Eternal Love,90%,Mandarin," Romance, Fantasy, Xianxia","When the deities Bai Qian and Ye Hua fall in love, it is a romance of epic proportions that stands the test of three lifetimes."
s5164,A Christmas Prince,,,,
s5165,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",78%,,,"Using 100 hours of footage from the set of ""Man on the Moon,"" filmmaker Chris Smith documents Jim Carrey\'s transformation into legendary performance artist and comedian Andy Kaufman."
s5166,Longmire,92%,," Western, Drama, Crime film, Police procedural","Based on the Walt Longmire mystery novels by best-selling author Craig Johnson, this contemporary crime drama stars Australian actor Robert Taylor in the title role, the charismatic and dedicated sheriff of Absaroka County, Wyo. Longmire patrols the county with a brave face and sense of humour, but deep inside he hides the pain of his wife's recent death. With the urging of his daughter, Cady, and the help of Vic, a new female deputy, Longmire gains a new appreciation of his job and decides to run for re-election. He's committed to putting his life back together, one piece at a time, and he often calls on best friend and confidant Henry Standing Bear for support.â€¦\xa0MORE"
s5167,Luna Petunia,57%,,Animation,The adventures of a little girl named Luna Petunia who learns that she can do anything.
s5168,Mudbound,72%,,,"Laura McAllan is trying to raise her children on her husband's Mississippi Delta farm, a place she finds foreign and frightening. In the midst of the family's struggles, two young men return from the war to work the land. Jamie McAllan, Laura's brother-in-law, is everything her husband is not - charming and handsome, but he is haunted by his memories of combat. Ronsel Jackson, eldest son of the black sharecroppers who live on the McAllan farm, now battles the prejudice in the Jim Crow South.â€¦\xa0MORE"
s5169,Shot in the Dark,,,,
s7231,Krish Trish and Baltiboy: Face Your Fears,,,,"Krish the monkey, Trish the cat, and Baltiboy the donkey, narrate a story about how one can conquer their fears and emerge strong, confident, and brave."
s1691,Whose Streets?,76%,,,An account of the Ferguson uprising as told by the people who lived it. The filmmakers look at how the killing of 18-year-old Michael Brown inspired a community to fight back and sparked a global movement.
s6773,Follow Me,,,,
s1692,A Very Country Christmas,,,,A busy single parent is unaware that the handsome man she just met is actually a country superstar who is trying to escape the chaos of fame.
s3278,My Sassy Girl,91%,,,A college student (Cha Tae-hyun) becomes involved with a self-centered young woman (Jun Ji-hyun) who humiliates him at every turn.
s4390,Beyblade Burst Evolution,92%,Japanese,,"Valt Aoi, an elementary school student, starts practising Beyblades, spinning tops enchanted with magical spirits of different creatures, to work his way up and become a world class player."
s4391,Christmas Wedding Planner,61%,,,A wedding planner is in the midst of planning her cousin's lavish and exclusive wedding when a devilishly handsome private investigator turns her world upside down.
s4397,The Giant,56%,,,Mysterious murders plague a small Georgia town when a young man returns home to reunite with his girlfriend.
s7389,Mala Kahich Problem Nahi,80%,,,Ajay and Ketaki decide to get married in court after the constant clashes of egos between their respective families. Things complicate after their routine lives take a toll on their relationship.
s7743,Pimpal,78%,,,"When Arvind's children learn that he is suffering from a terminal illness, they come to India to take him to their home in the US. But Arvind is adamant to stay in the country."
s8008,Shopkins: World Vacation,53%,,,"Kooky Cookie becomes caught up in a diamond heist and goes missing while the Shoppies are on holiday, so they head out on a worldwide tour to try and find her."
s6484,Chuck Chicken,87%,English," Cartoon, Comedy, Superhero, Adventure, Animation","Chuck Adoodledoo and his friends protect Rocky Perch from any danger on and off the island. Chuck runs his own security company, and together they use their kung fu skills to beat the bad guys and save the day."
s5172,DeRay Davis: How to Act Black,66%,,,
s7335,Long Time Running,,,,
s5173,Bon Cop Bad Cop 2,62%,,,"Martin and David meet when they were forced to work together on a crime. Years later, they reunite after they discover a car theft ring that turns out to be a lot more than they bargained for."
s4401,Age of Tanks,65%,,,"A look at how tanks, the most iconic weapon of the 20th century, were designed, built, and operated as monstrous war machines."
s8564,The Workshop,,,,
s5174,Blazing Transfer Students,87%,,,"Seven transfer students -- who are all named Kakeru -- are called to a high school run by a mysterious headmaster. It's not your typical school, though, as all disputes are solved fighting. The students are also sent on missions, including teaching a lesson to a spoiled bat who has taken over the school. The Kakerus also travel through time and get to showcase samurai skills when they are sent back to the Edo period. Back in the present, the guys face a group of weirdos claiming to be the true Blazing Transfer Students, which has to be sorted out before the Kakerus can discover the real reason why they have been brought to the school.â€¦\xa0MORE"
s5175,Glitter Force Doki Doki,,,,"DokiDoki! PreCure, is a Japanese anime series produced by Toei Animation as the tenth installment in Izumi Todo's Pretty Cure metaseries, featuring the eighth generation of Cures. Wikipedia"
s5176,Lady Dynamite,70%,English," Comedy, Surrealism","Maria Bamford stars as a fictionalized version of herself in this comedy, loosely based on what the dynamic comic and actress has accepted to be her life. Bamford also serves as an executive producer alongside Pam Brady and the creator of the critically acclaimed ""Arrested Development,"" Mitch Hurwitz. Occasionally featuring surreal episodes, the series tells the tale of a woman who loses it and then finds herself. The series features several big names in comedy as guest stars, including Sarah Silverman, Jon Cryer, Ana Gasteyer, Patton Oswalt, and Jenny Slate.â€¦\xa0MORE"
s5177,Mea Culpa,,,,
s5178,The Killer,86%,Korean,,"While his girlfriend is away on a trip, a retired hit man is asked to look after her friend's 17-year-old daughter."
s7561,Natalia Valdebenito: Gritona,,,,
s3332,Christmas in the Heartland,77%,,,"Teenagers Kara and Jessie strike up an unlikely friendship while sitting next to each other on a plane that's bound for the heartland. Forced to spend the holidays in the same small town with relatives that they've never met, the girls devise a plan to switch places for Christmas. Jessie soon finds herself living lavishly with Kara's wealthy grandparents, while Kara starts to bond with Jessie's fun, quirky grandmother and the most genuine, modest family that she's ever known.â€¦\xa0MORE"
s5985,100% Hotter,75%,,,"A stylist, a hairdresser and a make-up artist team up to give makeovers to people with an overly eccentric taste in fashion."
s6179,Apache Warrior,47%,,,"Using interviews and hundreds of hours of real cockpit footage, filmmakers create a visceral portrait of air combat and reveal the reality of being an Apache attack helicopter pilot."
s7015,How to Be a Latin Lover,82%, English; Spanish,,"Maximo gets dumped after twenty years of marriage with a wealthy older woman and moves in with his sister and nephew. Desperate to relive the luxurious life, he tries to find another rich older woman."
s4436,"Edmilson Filho: Notas, Comedy about Relationships",,,,"Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women."
s4463,The Untold Tales of Armistead Maupin,72%,,,"This film celebrates Armistead Maupin, one of the world's most beloved storytellers, following his evolution from a conservative son of the Old South into a gay rights pioneer whose novels inspired millions to reclaim their lives."
s6406,Calico Critters: A Town of Dreams,,,,
s6407,Calico Critters: The Treasure of Calico Village,,,,Freya and her friends inspire the Mayor to organise a competition to select the loveliest thing in all of Sylvanian Village.
s6752,Filmworker,84%,,,"The story of Leon Vitali, who surrendered his promising acting career to become Stanley Kubrick's devoted right-hand man."
s6842,Get Shorty,81%,,,Gangster Chili Palmer travels to Los Angeles and takes on a job offered to him by a movie producer to collect debts. Soon he finds out that his current job is not less than mobbing people.
